,customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
87618,7619,FreshMart,2025-11-13,Produce,Apples,1,4.5,4.5,0.24,4.26,39
87625,4620,QuickStop Market,2025-03-02,Snacks,Chocolate,6,2.51,15.06,0.68,14.38,139
87634,1789,ValuePlus Market,2025-11-15,Dairy,Milk,2,5.03,10.06,0.95,9.11,117
87651,5794,UrbanGrocers,2025-12-15,Health & Wellness,Vitamins,7,14.44,101.08,7.07,94.01,1210
87652,6338,UrbanGrocers,2025-02-01,Snacks,Cookies,2,1.76,3.52,0.27,3.25,35
87661,3868,ValuePlus Market,2025-12-10,Snacks,Chips,3,5.03,15.09,1.28,13.81,187
87673,8855,UrbanGrocers,2025-03-15,Produce,Apples,8,10.97,87.76,3.16,84.6,725
87674,9690,QuickStop Market,2025-01-07,Bakery,Cereal,1,3.4,3.4,0.22,3.18,33
87675,1752,UrbanGrocers,2025-03-01,Snacks,Cookies,1,4.75,4.75,0.3,4.45,48
87676,3171,QuickStop Market,2025-06-25,Bakery,Bread,1,2.26,2.26,0.2,2.06,20
87684,2502,ValuePlus Market,2025-02-22,Health & Wellness,Protein Bar,4,24.39,97.56,12.26,85.3,936
87694,5576,QuickStop Market,2025-10-12,Dairy,Cheese,4,3.27,13.08,0.53,12.55,124
87698,9334,ValuePlus Market,2025-02-05,Snacks,Cookies,1,4.23,4.23,0.62,3.61,38
87702,5253,QuickStop Market,2025-11-03,Snacks,Chips,1,2.75,2.75,0.29,2.46,24
87705,8405,UrbanGrocers,2025-08-19,Dairy,Milk,5,6.51,32.55,3.41,29.14,320
87709,3393,ValuePlus Market,2025-07-02,Snacks,Chips,2,3.68,7.36,0.54,6.82,89
87710,9196,ValuePlus Market,2025-11-14,Produce,Bananas,3,8.85,26.55,3.12,23.43,200
87717,1955,ValuePlus Market,2025-05-12,Snacks,Cookies,4,4.74,18.96,1.95,17.01,168
87725,7591,UrbanGrocers,2025-09-18,Health & Wellness,Vitamins,7,9.72,68.04,2.62,65.42,616
87726,6435,ValuePlus Market,2025-07-01,Health & Wellness,Orange Juice,2,13.86,27.72,2.03,25.69,307
87729,5993,UrbanGrocers,2025-03-27,Health & Wellness,Orange Juice,3,21.92,65.76,6.69,59.07,772
87731,8405,UrbanGrocers,2025-09-04,Bakery,Muffin,2,6.44,12.88,0.64,12.24,115
87740,8714,UrbanGrocers,2025-09-26,Bakery,Muffin,1,6.46,6.46,0.51,5.95,72
87746,7933,QuickStop Market,2025-11-12,Bakery,Bread,1,3.45,3.45,0.43,3.02,28
87753,4213,UrbanGrocers,2025-10-03,Dairy,Milk,1,4.27,4.27,0.38,3.89,32
87754,9388,UrbanGrocers,2025-07-30,Bakery,Muffin,4,4.18,16.72,1.38,15.34,150
87766,7011,ValuePlus Market,2025-09-11,Bakery,Muffin,1,3.91,3.91,0.21,3.7,30
87775,8569,UrbanGrocers,2025-03-25,Bakery,Bread,2,6.28,12.56,1.85,10.71,133
87778,6354,FreshMart,2025-08-27,Dairy,Milk,4,2.0,8.0,1.11,6.89,64
87789,8744,QuickStop Market,2025-06-09,Dairy,Milk,7,5.45,38.15,4.28,33.87,444
87798,9475,FreshMart,2025-05-30,Snacks,Cookies,1,3.16,3.16,0.2,2.96,33
87800,4103,QuickStop Market,2025-11-18,Health & Wellness,Protein Bar,4,10.71,42.84,5.34,37.5,300
87802,5689,UrbanGrocers,2025-11-14,Snacks,Chocolate,1,1.34,1.34,0.03,1.31,16
87809,1855,QuickStop Market,2025-01-14,Bakery,Cereal,1,3.38,3.38,0.38,3.0,30
87810,1196,QuickStop Market,2025-02-08,Dairy,Yogurt,8,6.87,54.96,1.74,53.22,641
87814,4467,FreshMart,2025-07-19,Bakery,Croissant,2,2.9,5.8,0.47,5.33,66
87816,6073,QuickStop Market,2025-10-30,Produce,Bananas,3,3.68,11.04,0.76,10.28,103
87831,3725,QuickStop Market,2025-04-16,Snacks,Cookies,7,2.76,19.32,1.82,17.5,197
87837,2146,ValuePlus Market,2025-09-11,Dairy,Milk,1,8.33,8.33,0.69,7.64,64
87846,1306,FreshMart,2025-05-10,Health & Wellness,Orange Juice,4,15.11,60.44,4.0,56.44,608
87852,8280,UrbanGrocers,2025-04-04,Dairy,Cheese,6,3.87,23.22,3.12,20.1,272
87854,1354,FreshMart,2025-02-23,Produce,Apples,1,7.69,7.69,0.71,6.98,67
87861,2881,UrbanGrocers,2025-09-16,Health & Wellness,Orange Juice,1,15.64,15.64,1.53,14.11,167
87864,5159,QuickStop Market,2025-10-23,Health & Wellness,Orange Juice,5,6.97,34.85,3.0,31.85,358
87884,6420,ValuePlus Market,2025-12-05,Dairy,Cheese,1,5.16,5.16,0.74,4.42,40
87886,3395,QuickStop Market,2025-09-22,Health & Wellness,Vitamins,1,19.73,19.73,1.02,18.71,213
87889,1756,FreshMart,2025-05-25,Health & Wellness,Protein Bar,2,13.99,27.98,2.52,25.46,240
87892,9158,UrbanGrocers,2025-11-13,Produce,Bananas,3,9.04,27.12,2.45,24.67,325
87893,5697,UrbanGrocers,2025-09-24,Dairy,Milk,3,5.61,16.83,2.52,14.31,120
87899,5097,FreshMart,2025-10-07,Bakery,Croissant,4,4.45,17.8,2.07,15.73,167
87902,5988,UrbanGrocers,2025-03-06,Produce,Apples,5,2.06,10.3,0.91,9.39,127
87907,3661,UrbanGrocers,2025-09-03,Snacks,Cookies,1,5.38,5.38,0.42,4.96,66
87914,8874,UrbanGrocers,2025-05-12,Produce,Tomatoes,1,8.43,8.43,0.99,7.44,77
87922,8832,QuickStop Market,2025-11-08,Snacks,Cookies,1,4.99,4.99,0.54,4.45,53
87923,1280,QuickStop Market,2025-11-13,Dairy,Milk,1,4.11,4.11,0.24,3.87,48
87925,1466,ValuePlus Market,2025-08-10,Bakery,Muffin,1,3.31,3.31,0.46,2.85,34
87926,7137,ValuePlus Market,2025-07-06,Health & Wellness,Vitamins,8,6.33,50.64,2.64,48.0,640
87934,7773,ValuePlus Market,2025-04-07,Snacks,Chocolate,9,1.92,17.28,1.78,15.5,209
87940,2055,FreshMart,2025-05-29,Bakery,Muffin,2,5.06,10.12,0.74,9.38,119
87942,6128,UrbanGrocers,2025-06-01,Produce,Bananas,1,1.77,1.77,0.19,1.58,17
87944,4784,QuickStop Market,2025-10-29,Dairy,Cheese,3,7.32,21.96,0.63,21.33,203
87945,5680,ValuePlus Market,2025-10-01,Bakery,Cereal,1,5.0,5.0,0.54,4.46,43
87947,2276,QuickStop Market,2025-11-17,Bakery,Croissant,1,3.59,3.59,0.12,3.47,38
87948,2209,ValuePlus Market,2025-09-14,Health & Wellness,Protein Bar,4,10.24,40.96,2.83,38.13,484
87952,9444,QuickStop Market,2025-07-08,Bakery,Muffin,1,2.62,2.62,0.35,2.27,28
87953,5762,QuickStop Market,2025-03-26,Health & Wellness,Orange Juice,1,24.55,24.55,2.53,22.02,271
87954,6968,UrbanGrocers,2025-08-15,Produce,Bananas,4,5.38,21.52,1.47,20.05,185
87959,6602,FreshMart,2025-08-21,Health & Wellness,Protein Bar,2,10.31,20.62,0.44,20.18,263
87970,2287,UrbanGrocers,2025-07-18,Dairy,Milk,2,6.51,13.02,1.59,11.43,142
87973,1005,FreshMart,2025-06-05,Bakery,Muffin,1,4.51,4.51,0.54,3.97,49
87992,9129,QuickStop Market,2025-04-13,Health & Wellness,Orange Juice,1,10.28,10.28,1.0,9.28,111
88009,7704,ValuePlus Market,2025-02-22,Bakery,Muffin,2,5.42,10.84,1.41,9.43,87
88010,8177,QuickStop Market,2025-05-15,Produce,Bananas,2,1.21,2.42,0.29,2.13,20
88019,3016,ValuePlus Market,2025-06-28,Dairy,Milk,1,7.87,7.87,0.94,6.93,90
88032,7938,UrbanGrocers,2025-08-17,Dairy,Cheese,1,3.35,3.35,0.1,3.25,33
88033,1443,ValuePlus Market,2025-03-16,Dairy,Yogurt,2,3.04,6.08,0.18,5.9,77
88039,8025,ValuePlus Market,2025-03-17,Produce,Tomatoes,1,2.43,2.43,0.08,2.35,21
88044,8018,ValuePlus Market,2025-07-22,Health & Wellness,Protein Bar,2,13.43,26.86,1.03,25.83,328
88045,1103,UrbanGrocers,2025-03-16,Dairy,Cheese,4,2.65,10.6,1.42,9.18,78
88049,1559,FreshMart,2025-09-25,Produce,Tomatoes,1,2.07,2.07,0.21,1.86,24
88050,2401,UrbanGrocers,2025-12-31,Dairy,Cheese,1,7.85,7.85,0.86,6.99,76
88061,3003,UrbanGrocers,2025-04-04,Health & Wellness,Vitamins,10,17.78,177.8,18.46,159.34,1795
88066,4727,FreshMart,2025-06-22,Snacks,Chips,1,3.01,3.01,0.17,2.84,34
88076,3437,ValuePlus Market,2025-03-17,Bakery,Bread,1,4.19,4.19,0.25,3.94,45
88079,2518,UrbanGrocers,2025-01-07,Produce,Tomatoes,2,6.72,13.44,1.86,11.58,146
88085,3514,UrbanGrocers,2025-07-15,Bakery,Bread,6,4.46,26.76,1.2,25.56,248
88098,7359,FreshMart,2025-08-28,Bakery,Bread,5,2.42,12.1,0.74,11.36,103
88099,8790,UrbanGrocers,2025-03-09,Snacks,Cookies,5,1.68,8.4,0.27,8.13,107
88106,8599,FreshMart,2025-10-25,Bakery,Cereal,2,4.99,9.98,1.26,8.72,91
88112,3857,FreshMart,2025-12-20,Snacks,Chips,8,4.84,38.72,5.17,33.55,310
88117,5620,FreshMart,2025-04-17,Dairy,Cheese,2,2.15,4.3,0.49,3.81,41
88132,7226,ValuePlus Market,2025-03-31,Health & Wellness,Orange Juice,1,15.74,15.74,2.26,13.48,133
88142,2554,UrbanGrocers,2025-10-21,Dairy,Cheese,4,7.54,30.16,1.68,28.48,394
88144,5634,FreshMart,2025-09-16,Health & Wellness,Orange Juice,8,17.32,138.56,3.59,134.97,1310
88145,1011,ValuePlus Market,2025-05-07,Health & Wellness,Orange Juice,2,16.79,33.58,2.32,31.26,261
88147,8999,ValuePlus Market,2025-06-01,Snacks,Chocolate,5,1.98,9.9,0.62,9.28,116
88159,5769,UrbanGrocers,2025-01-18,Health & Wellness,Protein Bar,2,14.94,29.88,0.97,28.91,392
88169,2171,UrbanGrocers,2025-10-23,Bakery,Cereal,2,5.49,10.98,1.45,9.53,86
88186,8036,ValuePlus Market,2025-03-27,Snacks,Chips,2,4.15,8.3,0.62,7.68,79
88192,8472,UrbanGrocers,2025-10-20,Snacks,Chips,5,4.46,22.3,0.85,21.45,190
88208,1288,UrbanGrocers,2025-10-24,Bakery,Cereal,1,3.5,3.5,0.43,3.07,42
88209,6557,QuickStop Market,2025-12-20,Health & Wellness,Orange Juice,2,18.72,37.44,2.78,34.66,314
88210,1248,QuickStop Market,2025-12-30,Dairy,Milk,4,7.2,28.8,3.43,25.37,225
88225,5239,QuickStop Market,2025-09-21,Produce,Bananas,2,8.36,16.72,0.87,15.85,215
88231,6286,UrbanGrocers,2025-06-19,Produce,Ground Beef,10,5.75,57.5,5.66,51.84,550
88236,7235,FreshMart,2025-02-11,Snacks,Chips,1,4.84,4.84,0.44,4.4,39
88244,5000,ValuePlus Market,2025-08-24,Bakery,Cereal,2,2.8,5.6,0.43,5.17,50
88247,7374,QuickStop Market,2025-01-27,Snacks,Chips,2,3.32,6.64,0.52,6.12,80
88249,7444,ValuePlus Market,2025-06-19,Bakery,Croissant,8,6.35,50.8,2.71,48.09,413
88261,6281,QuickStop Market,2025-12-06,Health & Wellness,Protein Bar,8,16.42,131.36,17.92,113.44,912
88263,3600,QuickStop Market,2025-04-14,Produce,Bananas,1,8.93,8.93,0.77,8.16,101
88264,7212,UrbanGrocers,2025-05-19,Dairy,Milk,4,8.74,34.96,3.42,31.54,344
88269,9345,QuickStop Market,2025-06-13,Dairy,Cheese,1,4.75,4.75,0.63,4.12,35
88272,1140,QuickStop Market,2025-01-10,Produce,Tomatoes,5,2.1,10.5,0.61,9.89,104
88273,4204,FreshMart,2025-11-07,Dairy,Cheese,6,5.93,35.58,2.88,32.7,455
88276,9618,UrbanGrocers,2025-08-01,Bakery,Bread,1,5.44,5.44,0.7,4.74,38
88277,4315,ValuePlus Market,2025-07-06,Bakery,Cereal,1,4.27,4.27,0.56,3.71,36
88293,9329,UrbanGrocers,2025-05-22,Dairy,Milk,1,7.29,7.29,0.74,6.55,91
88305,1221,ValuePlus Market,2025-11-13,Produce,Ground Beef,6,3.22,19.32,2.19,17.13,175
88312,9730,UrbanGrocers,2025-05-18,Produce,Bananas,4,2.71,10.84,0.99,9.85,125
88316,6138,UrbanGrocers,2025-08-16,Health & Wellness,Orange Juice,2,14.43,28.86,2.86,26.0,259
88318,6310,ValuePlus Market,2025-08-08,Dairy,Milk,6,5.19,31.14,0.93,30.21,299
88319,9266,UrbanGrocers,2025-04-11,Dairy,Yogurt,1,3.13,3.13,0.37,2.76,27
88321,5962,QuickStop Market,2025-12-05,Produce,Apples,3,6.21,18.63,1.22,17.41,192
88340,2568,UrbanGrocers,2025-08-23,Produce,Bananas,2,4.19,8.38,0.49,7.89,87
88345,5413,FreshMart,2025-06-04,Produce,Bananas,1,3.91,3.91,0.13,3.78,45
88347,7709,ValuePlus Market,2025-04-18,Dairy,Cheese,1,3.08,3.08,0.12,2.96,36
88349,3851,UrbanGrocers,2025-04-05,Health & Wellness,Vitamins,6,14.7,88.2,2.78,85.42,1116
88352,2069,ValuePlus Market,2025-01-02,Produce,Ground Beef,1,9.4,9.4,0.45,8.95,83
88357,9434,ValuePlus Market,2025-05-30,Produce,Bananas,3,1.8,5.4,0.8,4.6,60
88358,4095,UrbanGrocers,2025-05-02,Snacks,Cookies,1,5.12,5.12,0.28,4.84,67
88360,2100,FreshMart,2025-02-08,Dairy,Milk,7,4.29,30.03,2.95,27.08,309
88362,2922,UrbanGrocers,2025-08-27,Produce,Tomatoes,3,10.33,30.99,2.24,28.75,233
88364,7272,QuickStop Market,2025-03-25,Snacks,Cookies,2,4.92,9.84,0.27,9.57,123
88365,1218,QuickStop Market,2025-05-27,Produce,Apples,7,8.76,61.32,6.22,55.1,765
88382,9414,UrbanGrocers,2025-02-17,Produce,Tomatoes,5,3.54,17.7,0.77,16.93,234
88390,7522,FreshMart,2025-10-01,Health & Wellness,Vitamins,1,6.4,6.4,0.15,6.25,65
88408,5372,ValuePlus Market,2025-05-29,Snacks,Chocolate,2,4.33,8.66,0.99,7.67,90
88409,2223,ValuePlus Market,2025-07-15,Dairy,Cheese,1,4.37,4.37,0.41,3.96,42
88411,8959,ValuePlus Market,2025-10-01,Bakery,Bread,6,4.09,24.54,2.81,21.73,256
88412,7678,QuickStop Market,2025-03-06,Health & Wellness,Protein Bar,4,6.63,26.52,2.49,24.03,329
88420,4636,ValuePlus Market,2025-02-10,Dairy,Milk,2,7.41,14.82,2.03,12.79,135
88433,6026,ValuePlus Market,2025-01-26,Health & Wellness,Protein Bar,1,21.2,21.2,3.04,18.16,205
88435,5318,ValuePlus Market,2025-08-28,Snacks,Chips,7,2.42,16.94,1.63,15.31,183
88441,8000,FreshMart,2025-06-19,Health & Wellness,Vitamins,3,24.53,73.59,4.19,69.4,638
88446,2446,QuickStop Market,2025-11-17,Bakery,Cereal,1,2.68,2.68,0.18,2.5,30
88467,3072,FreshMart,2025-02-04,Health & Wellness,Orange Juice,2,20.43,40.86,1.53,39.33,429
88475,5198,UrbanGrocers,2025-11-21,Health & Wellness,Vitamins,3,12.2,36.6,0.87,35.73,328
88478,2574,UrbanGrocers,2025-11-26,Dairy,Yogurt,1,6.75,6.75,0.39,6.36,51
88479,6008,ValuePlus Market,2025-11-25,Dairy,Yogurt,10,1.3,13.0,0.86,12.14,165
88496,5368,ValuePlus Market,2025-10-31,Health & Wellness,Protein Bar,1,12.33,12.33,1.29,11.04,126
88497,4683,UrbanGrocers,2025-08-10,Health & Wellness,Protein Bar,7,10.93,76.51,6.8,69.71,790
88504,9540,QuickStop Market,2025-04-18,Snacks,Cookies,1,3.47,3.47,0.09,3.38,29
88508,5864,QuickStop Market,2025-10-14,Snacks,Chips,2,2.69,5.38,0.28,5.1,61
88510,8686,FreshMart,2025-10-04,Dairy,Cheese,4,3.46,13.84,0.54,13.3,185
88513,3910,QuickStop Market,2025-08-29,Dairy,Yogurt,2,1.68,3.36,0.42,2.94,36
88515,8293,FreshMart,2025-10-09,Bakery,Croissant,3,5.35,16.05,1.76,14.29,136
88519,6337,ValuePlus Market,2025-01-20,Dairy,Yogurt,2,5.82,11.64,0.84,10.8,121
88524,3786,FreshMart,2025-09-14,Dairy,Milk,2,6.94,13.88,1.01,12.87,159
88527,8332,ValuePlus Market,2025-11-18,Bakery,Cereal,5,6.46,32.3,2.49,29.81,379
88536,1439,UrbanGrocers,2025-08-01,Dairy,Yogurt,1,5.05,5.05,0.39,4.66,52
88538,2431,FreshMart,2025-09-13,Produce,Ground Beef,5,8.54,42.7,1.2,41.5,505
88542,8747,FreshMart,2025-05-19,Produce,Apples,3,4.69,14.07,0.84,13.23,131
88543,5804,ValuePlus Market,2025-05-28,Bakery,Cereal,1,3.81,3.81,0.31,3.5,35
88549,2245,UrbanGrocers,2025-02-23,Snacks,Chips,5,4.58,22.9,2.53,20.37,226
88554,1260,UrbanGrocers,2025-05-13,Bakery,Bread,1,5.43,5.43,0.34,5.09,50
88557,9180,QuickStop Market,2025-12-10,Bakery,Bread,2,5.32,10.64,0.54,10.1,96
88560,7988,UrbanGrocers,2025-04-06,Produce,Ground Beef,1,5.85,5.85,0.42,5.43,58
88563,7486,ValuePlus Market,2025-12-22,Snacks,Chocolate,1,4.28,4.28,0.14,4.14,55
88565,8821,FreshMart,2025-08-06,Health & Wellness,Orange Juice,2,8.1,16.2,1.03,15.17,152
88566,5926,ValuePlus Market,2025-01-31,Health & Wellness,Vitamins,4,6.27,25.08,0.99,24.09,222
88570,2842,FreshMart,2025-04-17,Snacks,Chocolate,2,2.36,4.72,0.43,4.29,39
88572,5887,FreshMart,2025-06-24,Health & Wellness,Vitamins,3,20.04,60.12,7.27,52.85,497
88574,5728,ValuePlus Market,2025-08-06,Produce,Bananas,2,2.19,4.38,0.44,3.94,46
88578,5541,FreshMart,2025-01-20,Dairy,Yogurt,1,6.81,6.81,0.53,6.28,75
88588,9481,UrbanGrocers,2025-06-25,Snacks,Chocolate,2,2.13,4.26,0.33,3.93,39
88589,5104,FreshMart,2025-09-21,Bakery,Cereal,5,2.37,11.85,0.51,11.34,151
88591,8508,FreshMart,2025-04-02,Snacks,Chocolate,3,1.76,5.28,0.76,4.52,45
88592,9383,UrbanGrocers,2025-05-18,Produce,Apples,2,2.01,4.02,0.45,3.57,31
88598,6869,FreshMart,2025-09-25,Bakery,Croissant,1,5.69,5.69,0.56,5.13,67
88600,4637,FreshMart,2025-12-12,Dairy,Yogurt,6,2.87,17.22,0.84,16.38,143
88603,2425,ValuePlus Market,2025-12-26,Dairy,Milk,2,6.57,13.14,0.4,12.74,140
88618,2149,QuickStop Market,2025-09-20,Snacks,Chips,6,2.72,16.32,2.16,14.16,117
88622,5243,FreshMart,2025-09-08,Produce,Bananas,1,8.07,8.07,1.06,7.01,95
88629,4318,ValuePlus Market,2025-11-01,Produce,Ground Beef,2,7.7,15.4,0.48,14.92,120
88632,2670,UrbanGrocers,2025-01-04,Health & Wellness,Vitamins,2,20.62,41.24,1.79,39.45,535
88637,9205,QuickStop Market,2025-06-10,Produce,Tomatoes,2,9.8,19.6,2.81,16.79,171
88639,4122,FreshMart,2025-08-07,Dairy,Cheese,2,7.7,15.4,2.01,13.39,157
88644,9955,ValuePlus Market,2025-04-11,Bakery,Cereal,1,4.41,4.41,0.42,3.99,53
88655,6838,ValuePlus Market,2025-11-05,Bakery,Cereal,2,6.53,13.06,1.39,11.67,135
88656,8780,ValuePlus Market,2025-04-05,Snacks,Cookies,1,2.29,2.29,0.26,2.03,19
88661,4132,FreshMart,2025-07-07,Snacks,Chips,2,3.18,6.36,0.41,5.95,48
88667,9188,ValuePlus Market,2025-09-14,Produce,Bananas,4,6.43,25.72,3.62,22.1,252
88691,6687,QuickStop Market,2025-01-17,Dairy,Cheese,2,8.09,16.18,0.88,15.3,168
88699,6442,QuickStop Market,2025-10-29,Produce,Apples,2,6.54,13.08,0.89,12.19,161
88700,3839,UrbanGrocers,2025-05-05,Bakery,Muffin,6,6.54,39.24,1.25,37.99,307
88702,6653,QuickStop Market,2025-02-22,Bakery,Croissant,1,6.02,6.02,0.44,5.58,55
88705,8372,FreshMart,2025-02-20,Produce,Ground Beef,5,8.18,40.9,3.61,37.29,398
88706,6535,ValuePlus Market,2025-09-13,Dairy,Yogurt,1,4.0,4.0,0.25,3.75,33
88722,3320,QuickStop Market,2025-02-09,Bakery,Muffin,4,5.26,21.04,0.85,20.19,240
88724,3360,UrbanGrocers,2025-09-15,Dairy,Yogurt,4,3.73,14.92,1.96,12.96,152
88728,2735,FreshMart,2025-04-10,Health & Wellness,Protein Bar,2,7.28,14.56,0.76,13.8,111
88738,5144,UrbanGrocers,2025-04-26,Snacks,Chocolate,4,4.51,18.04,1.32,16.72,135
88747,4398,UrbanGrocers,2025-01-28,Dairy,Cheese,4,4.99,19.96,2.79,17.17,209
88754,9286,QuickStop Market,2025-04-28,Produce,Tomatoes,2,4.53,9.06,0.46,8.6,106
88761,6800,UrbanGrocers,2025-09-25,Produce,Tomatoes,5,8.62,43.1,5.82,37.28,520
88767,8509,UrbanGrocers,2025-01-18,Health & Wellness,Protein Bar,2,11.39,22.78,1.94,20.84,242
88773,6496,FreshMart,2025-12-31,Dairy,Yogurt,1,7.74,7.74,1.14,6.6,69
88779,4665,ValuePlus Market,2025-12-23,Produce,Apples,1,8.11,8.11,1.15,6.96,63
88790,2773,QuickStop Market,2025-12-10,Dairy,Cheese,5,6.5,32.5,4.06,28.44,296
88794,8716,ValuePlus Market,2025-07-29,Produce,Apples,10,1.38,13.8,1.68,12.12,169
88795,4305,UrbanGrocers,2025-02-24,Health & Wellness,Protein Bar,1,5.66,5.66,0.39,5.27,55
88796,8679,QuickStop Market,2025-06-20,Dairy,Milk,2,7.74,15.48,1.83,13.65,118
88800,8326,QuickStop Market,2025-03-19,Dairy,Yogurt,2,8.65,17.3,2.44,14.86,121
88806,5325,ValuePlus Market,2025-02-27,Health & Wellness,Vitamins,3,17.87,53.61,7.91,45.7,517
88808,3828,UrbanGrocers,2025-01-19,Produce,Apples,2,4.41,8.82,0.77,8.05,94
88814,5483,QuickStop Market,2025-12-13,Bakery,Cereal,2,6.15,12.3,0.83,11.47,93
88816,4153,QuickStop Market,2025-10-26,Bakery,Croissant,1,5.85,5.85,0.54,5.31,66
88844,5812,UrbanGrocers,2025-05-17,Dairy,Yogurt,5,1.86,9.3,0.99,8.31,85
88854,2678,ValuePlus Market,2025-10-27,Snacks,Chips,2,4.95,9.9,0.52,9.38,120
88857,9652,QuickStop Market,2025-04-24,Produce,Tomatoes,3,5.5,16.5,1.59,14.91,183
88861,7046,UrbanGrocers,2025-12-06,Snacks,Chocolate,4,1.98,7.92,0.71,7.21,93
88864,2891,QuickStop Market,2025-06-10,Snacks,Chips,1,2.14,2.14,0.08,2.06,21
88869,5141,QuickStop Market,2025-03-24,Produce,Bananas,6,9.43,56.58,1.25,55.33,501
88870,6986,QuickStop Market,2025-04-19,Produce,Apples,1,1.98,1.98,0.29,1.69,23
88877,9627,UrbanGrocers,2025-12-24,Produce,Tomatoes,3,4.2,12.6,0.93,11.67,153
88879,2018,FreshMart,2025-03-28,Health & Wellness,Protein Bar,1,10.0,10.0,1.27,8.73,72
88899,6493,QuickStop Market,2025-08-13,Snacks,Cookies,10,4.08,40.8,1.75,39.05,433
88903,6298,QuickStop Market,2025-07-06,Bakery,Cereal,5,4.48,22.4,1.28,21.12,282
88910,5282,FreshMart,2025-07-17,Produce,Ground Beef,1,3.93,3.93,0.42,3.51,47
88911,9665,QuickStop Market,2025-11-23,Produce,Apples,2,10.23,20.46,2.38,18.08,233
88921,6788,FreshMart,2025-10-05,Dairy,Cheese,1,3.63,3.63,0.16,3.47,45
88929,2079,ValuePlus Market,2025-05-28,Dairy,Cheese,2,4.98,9.96,1.39,8.57,97
88931,3488,UrbanGrocers,2025-01-28,Produce,Tomatoes,1,3.77,3.77,0.16,3.61,47
88935,1444,FreshMart,2025-12-01,Dairy,Yogurt,1,8.49,8.49,0.97,7.52,75
88936,9337,ValuePlus Market,2025-07-24,Snacks,Cookies,1,1.4,1.4,0.15,1.25,10
88940,6750,QuickStop Market,2025-08-20,Dairy,Milk,2,4.39,8.78,0.29,8.49,77
88951,2581,UrbanGrocers,2025-03-12,Produce,Apples,3,6.77,20.31,2.32,17.99,201
88957,7169,FreshMart,2025-02-27,Produce,Bananas,2,3.49,6.98,0.29,6.69,64
88961,8535,ValuePlus Market,2025-10-19,Produce,Apples,1,8.64,8.64,0.59,8.05,89
88964,5960,UrbanGrocers,2025-04-28,Snacks,Chips,2,4.55,9.1,1.18,7.92,63
88969,6818,UrbanGrocers,2025-08-31,Dairy,Cheese,4,2.2,8.8,0.62,8.18,113
88978,2747,FreshMart,2025-02-21,Dairy,Milk,2,6.68,13.36,1.13,12.23,114
88980,6865,UrbanGrocers,2025-04-24,Dairy,Milk,4,2.95,11.8,0.62,11.18,113
88981,7765,UrbanGrocers,2025-01-24,Health & Wellness,Orange Juice,5,9.94,49.7,4.12,45.58,592
88984,4121,QuickStop Market,2025-08-04,Snacks,Chips,2,5.35,10.7,1.07,9.63,101
88998,1000,ValuePlus Market,2025-11-09,Dairy,Yogurt,2,2.84,5.68,0.45,5.23,50
89003,5996,ValuePlus Market,2025-04-23,Snacks,Cookies,3,3.12,9.36,1.25,8.11,89
89004,1450,UrbanGrocers,2025-07-23,Snacks,Cookies,3,1.88,5.64,0.76,4.88,54
89022,8999,QuickStop Market,2025-01-22,Snacks,Chips,4,1.76,7.04,0.71,6.33,55
89038,4594,FreshMart,2025-04-05,Snacks,Chips,8,4.09,32.72,1.89,30.83,294
89045,2800,UrbanGrocers,2025-03-24,Snacks,Chocolate,6,1.67,10.02,1.37,8.65,107
89050,5038,QuickStop Market,2025-06-12,Snacks,Chips,3,4.98,14.94,0.51,14.43,137
89054,8723,ValuePlus Market,2025-12-07,Snacks,Chips,2,1.28,2.56,0.36,2.2,27
89079,5700,FreshMart,2025-02-28,Bakery,Bread,2,4.94,9.88,0.42,9.46,82
89081,9226,UrbanGrocers,2025-11-28,Dairy,Cheese,1,1.48,1.48,0.17,1.31,14
89085,1093,FreshMart,2025-05-14,Bakery,Croissant,7,4.37,30.59,4.52,26.07,319
89092,1235,ValuePlus Market,2025-08-22,Dairy,Cheese,2,3.04,6.08,0.45,5.63,45
89093,4640,QuickStop Market,2025-10-26,Dairy,Yogurt,4,8.77,35.08,1.56,33.52,464
89099,9488,QuickStop Market,2025-11-22,Snacks,Chips,1,3.98,3.98,0.34,3.64,41
89131,5011,ValuePlus Market,2025-08-23,Dairy,Yogurt,2,6.08,12.16,0.64,11.52,117
89132,1382,QuickStop Market,2025-04-18,Dairy,Cheese,4,3.73,14.92,1.19,13.73,125
89139,2502,ValuePlus Market,2025-01-11,Bakery,Cereal,5,5.15,25.75,0.66,25.09,324
89143,4850,FreshMart,2025-12-24,Dairy,Milk,3,7.94,23.82,3.34,20.48,215
89147,3104,UrbanGrocers,2025-06-10,Health & Wellness,Protein Bar,5,6.5,32.5,2.62,29.88,386
89150,8620,QuickStop Market,2025-09-16,Bakery,Bread,2,5.38,10.76,0.89,9.87,88
89155,9108,FreshMart,2025-10-01,Health & Wellness,Vitamins,2,7.48,14.96,1.82,13.14,145
89157,9509,UrbanGrocers,2025-05-02,Bakery,Croissant,5,3.97,19.85,1.38,18.47,194
89165,5405,QuickStop Market,2025-02-18,Health & Wellness,Orange Juice,2,23.25,46.5,6.41,40.09,523
